date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-04-16,ASML,631.37,SELL,0.8,40,666.81,42.42,16.22,-71.54,-15.58,-17.9,2.32,745.81,666.81,587.8,2,-2,-2,-2,-1,-2,1
2025-04-17,ASML,636.57,SELL,0.7,30,662.14,43.51,15.94,-56.87,-15.94,-17.51,1.57,736.57,662.14,587.71,2,-1,-1,-1,-1,-1,1
2025-04-18,ASML,636.57,SELL,0.7,30,662.14,43.51,15.94,-56.87,-15.94,-17.51,1.57,736.57,662.14,587.71,1,-1,-1,-1,0,-1,1
2025-04-21,ASML,621.19,HOLD,0.5,20,657.59,41.05,15.77,-88.88,-17.22,-17.47,0.24,730.33,657.59,584.85,2,0,1,0,1,-1,-1
2025-04-22,ASML,635.11,SELL,0.7,40,653.15,44.19,15.02,-47.08,-16.74,-17.12,0.38,719.77,653.15,586.54,1,-1,-1,-1,0,-1,0
2025-04-23,ASML,654.29,HOLD,0.5,10,649.74,48.24,14.41,18.72,-14.78,-16.66,1.89,708.26,649.74,591.21,0,0,0,0,0,0,0
2025-04-24,ASML,671.21,SELL,0.7,30,648.21,51.58,13.44,64.47,-11.76,-15.68,3.92,702.67,648.21,593.75,2,-1,-1,-1,0,-1,1
2025-04-25,ASML,673.47,HOLD,0.5,20,647.54,52.02,12.66,78.9,-9.09,-14.36,5.28,700.41,647.54,594.68,0,0,0,0,0,0,0
2025-04-28,ASML,671.06,SELL,0.7,40,647.56,51.9,13.26,71.03,-5.59,-10.99,5.39,700.44,647.56,594.67,2,-2,-1,-1,-2,-1,1
2025-04-29,ASML,664.42,HOLD,0.5,10,647.83,50.2,12.24,61.99,-5.01,-10.43,5.41,701.01,647.83,594.65,0,0,0,0,0,0,0
2025-04-30,ASML,666.39,BUY,0.7,40,647.97,50.79,11.97,46.98,-3.62,-8.71,5.08,701.33,647.97,594.61,2,1,1,1,1,1,0
2025-05-01,ASML,665.03,BUY,0.7,40,647.96,50.43,11.14,63.2,-2.9,-7.55,4.65,701.3,647.96,594.62,1,1,1,1,1,1,0
2025-05-02,ASML,688.58,BUY,0.7,40,651.4,56.25,11.11,122.38,-0.42,-6.12,5.7,705.89,651.4,596.92,1,1,1,1,0,1,0
2025-05-05,ASML,681.63,BUY,0.7,40,655.38,54.15,12.53,102.98,0.53,-5.27,5.8,706.4,655.38,604.36,0,0,0,0,0,0,0
2025-05-06,ASML,678.27,HOLD,0.5,10,658.67,52.92,12.21,83.52,0.71,-4.82,5.53,706.58,658.67,610.77,0,0,0,0,0,0,0
2025-05-07,ASML,698.62,BUY,0.7,40,664.0,58.79,11.28,140.48,4.91,-0.55,5.46,704.15,664.0,623.85,0,0,0,0,0,0,0
2025-05-08,ASML,706.24,BUY,0.8,60,665.14,60.55,12.09,175.95,7.16,0.99,6.17,708.6,665.14,621.68,0,0,0,0,0,0,0
2025-05-09,ASML,704.42,BUY,0.8,60,668.07,59.89,12.74,147.86,8.7,2.53,6.17,713.77,668.07,622.36,0,0,0,0,0,0,0
2025-05-12,ASML,748.3,HOLD,0.6,30,672.23,68.71,14.29,226.16,12.94,4.17,8.77,729.72,672.23,614.74,0,0,0,0,0,0,0
2025-05-13,ASML,761.97,HOLD,0.6,30,676.87,70.74,16.06,212.26,16.77,5.76,11.01,746.35,676.87,607.39,0,0,0,0,0,0,0
2025-05-14,ASML,766.96,HOLD,0.5,30,681.26,71.4,17.54,191.93,19.98,7.86,12.12,761.09,681.26,601.42,0,0,0,0,0,0,0
2025-05-15,ASML,756.44,BUY,0.8,30,687.51,67.32,18.81,146.74,21.96,10.68,11.28,770.27,687.51,604.75,0,0,0,0,0,0,0
2025-05-16,ASML,746.21,BUY,0.7,40,692.99,63.52,19.29,106.02,22.44,13.03,9.41,776.05,692.99,609.93,0,0,0,0,0,0,0
2025-05-19,ASML,747.23,BUY,0.7,40,699.29,63.71,17.78,88.94,22.52,14.92,7.6,778.65,699.29,619.94,0,0,0,0,0,0,0
2025-05-20,ASML,746.87,HOLD,0.5,20,704.88,63.91,17.2,80.64,23.08,17.42,5.66,781.05,704.88,628.71,1,-1,-1,-1,-1,-1,1
2025-05-21,ASML,735.3,BUY,0.7,40,708.93,59.06,17.9,65.78,21.32,17.69,3.63,782.48,708.93,635.39,0,0,0,0,0,0,0
2025-05-22,ASML,738.83,HOLD,0.5,20,712.31,60.03,18.12,54.77,20.35,18.22,2.13,784.82,712.31,639.8,1,-1,-1,-1,0,-1,1
2025-05-23,ASML,730.64,BUY,0.7,40,715.17,56.67,17.67,29.46,18.7,18.32,0.39,785.81,715.17,644.53,0,0,0,0,0,0,0
2025-05-26,ASML,730.64,HOLD,0.5,10,715.17,57.38,17.77,29.46,20.17,20.47,-0.3,785.81,715.17,644.53,0,0,0,0,0,0,0
2025-05-27,ASML,754.88,HOLD,0.5,20,719.36,64.24,19.49,75.19,21.16,21.44,-0.27,788.98,719.36,649.75,0,0,0,0,0,0,0
2025-05-28,ASML,744.62,BUY,0.8,60,723.37,60.27,22.47,55.89,20.81,21.91,-1.1,788.99,723.37,657.75,2,2,1,1,2,2,1
2025-05-29,ASML,745.18,HOLD,0.5,10,727.31,60.42,22.84,54.53,19.93,21.52,-1.59,788.05,727.31,666.57,0,0,0,0,0,0,0
2025-05-30,ASML,734.91,HOLD,0.5,10,730.8,56.15,21.96,9.04,18.19,20.85,-2.66,784.44,730.8,677.17,0,0,0,0,0,0,0
2025-06-02,ASML,744.64,HOLD,0.6,20,733.61,59.99,26.7,24.3,19.06,22.58,-3.52,783.87,733.61,683.34,0,0,0,0,0,0,0
2025-06-03,ASML,745.36,SELL,0.7,30,736.79,60.62,32.35,20.11,18.91,22.83,-3.92,781.22,736.79,692.37,1,-1,-1,-1,-1,-1,1
2025-06-04,ASML,740.9,HOLD,0.5,10,739.93,58.32,27.72,23.5,17.17,21.3,-4.13,775.32,739.93,704.54,0,0,0,0,0,0,0
2025-06-05,ASML,745.87,HOLD,0.6,20,742.29,60.01,27.19,39.79,16.38,20.32,-3.94,772.22,742.29,712.36,0,0,0,0,0,0,0
2025-06-06,ASML,751.11,HOLD,0.6,20,744.53,61.78,26.95,80.57,15.98,19.45,-3.47,769.66,744.53,719.4,0,0,0,0,0,0,0
2025-06-09,ASML,768.25,HOLD,0.6,20,747.72,67.3,18.82,180.69,15.62,17.29,-1.67,767.26,747.72,728.19,0,0,0,0,0,0,0
2025-06-10,ASML,782.98,HOLD,0.6,30,749.46,70.89,17.99,226.41,16.59,16.2,0.39,774.32,749.46,724.6,0,0,0,0,0,0,0
2025-06-11,ASML,782.11,HOLD,0.5,10,750.46,70.31,18.26,203.56,17.59,16.27,1.32,778.68,750.46,722.25,0,0,0,0,0,0,0
2025-06-12,ASML,784.22,HOLD,0.6,30,751.33,70.87,19.54,174.04,18.48,16.71,1.77,782.41,751.33,720.24,1,1,1,1,1,1,0
2025-06-13,ASML,759.07,HOLD,0.6,20,751.46,56.95,19.12,57.48,16.96,16.76,0.2,782.65,751.46,720.26,0,0,0,0,0,0,0
2025-06-16,ASML,773.27,HOLD,0.6,20,752.81,62.41,32.46,90.14,17.98,18.42,-0.44,785.3,752.81,720.33,0,0,0,0,0,0,0
2025-06-17,ASML,757.94,HOLD,0.6,20,753.35,55.71,39.85,38.58,16.92,18.88,-1.96,785.8,753.35,720.89,0,0,0,0,0,0,0
2025-06-18,ASML,759.71,BUY,0.7,40,753.99,56.32,38.08,23.27,15.5,18.21,-2.71,786.41,753.99,721.57,1,1,1,1,1,1,0
2025-06-19,ASML,759.71,HOLD,0.5,10,753.99,56.32,38.08,23.27,15.5,18.21,-2.71,786.41,753.99,721.57,0,0,0,0,0,0,0
2025-06-20,ASML,754.62,HOLD,0.5,10,754.96,54.0,35.41,-15.58,13.8,17.33,-3.52,786.23,754.96,723.68,0,0,0,0,0,0,0
2025-06-23,ASML,777.75,HOLD,0.6,20,756.9,61.04,27.36,72.89,12.22,13.89,-1.67,788.75,756.9,725.05,0,0,0,0,0,0,0
2025-06-24,ASML,811.3,HOLD,0.6,30,760.93,69.23,26.73,193.32,15.06,14.0,1.07,798.4,760.93,723.47,0,0,0,0,0,0,0
2025-06-25,ASML,813.18,HOLD,0.6,30,763.85,69.68,27.44,190.7,17.45,14.79,2.66,807.53,763.85,720.17,0,0,0,0,0,0,0
2025-06-26,ASML,796.07,HOLD,0.5,20,766.42,62.03,26.44,103.1,17.67,15.36,2.3,811.31,766.42,721.53,1,-1,-1,-1,0,-1,0
2025-06-27,ASML,793.94,SELL,0.7,30,768.86,61.13,25.7,96.71,17.47,15.79,1.68,814.17,768.86,723.55,1,-1,-1,-1,-1,-1,1
2025-06-30,ASML,799.36,HOLD,0.5,20,772.08,62.75,28.1,96.11,17.76,16.41,1.35,816.43,772.08,727.74,1,-1,-1,-1,0,-1,0
2025-07-01,ASML,788.47,SELL,0.7,30,774.27,57.58,23.34,53.2,15.76,15.14,0.62,817.29,774.27,731.26,1,-1,-1,-1,-1,-1,1
2025-07-02,ASML,797.57,BUY,0.7,40,776.88,60.49,22.72,52.21,15.85,15.69,0.17,818.89,776.88,734.88,0,0,0,0,0,0,0
2025-07-03,ASML,792.49,HOLD,0.6,20,779.46,58.21,21.15,55.17,15.09,15.57,-0.47,818.55,779.46,740.38,0,0,0,0,0,0,0
2025-07-04,ASML,792.49,HOLD,0.6,20,779.46,58.21,21.15,55.17,15.09,15.57,-0.47,818.55,779.46,740.38,0,0,0,0,0,0,0
2025-07-07,ASML,783.1,HOLD,0.5,10,781.33,53.71,17.17,25.08,12.52,13.72,-1.2,817.25,781.33,745.4,0,0,0,0,0,0,0
2025-07-08,ASML,792.09,SELL,0.7,30,783.37,56.89,16.84,34.15,12.06,13.48,-1.43,816.76,783.37,749.99,1,-1,-1,-1,-1,0,1
2025-07-09,ASML,797.81,HOLD,0.5,20,784.85,58.02,10.67,67.43,9.98,10.42,-0.44,818.04,784.85,751.66,1,0,0,0,0,0,0
2025-07-10,ASML,800.06,HOLD,0.5,20,785.71,58.81,9.95,91.11,10.07,10.35,-0.28,819.53,785.71,751.88,1,0,0,0,0,0,-1
2025-07-11,ASML,799.9,HOLD,0.5,10,786.6,58.72,9.3,68.54,10.02,10.28,-0.26,820.93,786.6,752.26,0,0,0,0,0,0,0
2025-07-14,ASML,804.69,BUY,0.7,40,787.62,60.55,9.14,74.65,9.98,9.9,0.08,822.82,787.62,752.42,2,1,1,1,2,1,-1
2025-07-15,ASML,820.94,HOLD,0.5,20,790.71,66.45,11.17,154.74,11.81,10.94,0.87,826.21,790.71,755.22,2,-1,-1,-1,-1,-1,1
2025-07-16,ASML,752.54,SELL,0.9,50,789.68,40.41,13.78,-183.7,7.23,10.24,-3.02,828.23,789.68,751.13,2,-2,-2,-2,-2,-2,-2
2025-07-17,ASML,743.03,HOLD,0.5,20,788.93,38.17,15.14,-170.63,2.83,8.76,-5.93,830.37,788.93,747.49,2,1,1,1,0,1,0
2025-07-18,ASML,732.72,SELL,0.8,40,787.58,35.85,16.62,-181.31,-1.47,6.71,-8.18,834.18,787.58,740.98,2,-1,-1,-1,-1,-1,1
2025-07-21,ASML,717.86,HOLD,0.5,20,785.74,32.8,16.65,-211.19,-5.67,4.67,-10.34,839.71,785.74,731.77,2,1,1,1,1,1,-1
2025-07-22,ASML,703.7,HOLD,0.4,20,782.04,30.2,19.85,-202.3,-9.94,2.15,-12.1,846.78,782.04,717.3,2,0,1,1,1,0,0
2025-07-23,ASML,715.12,HOLD,0.5,20,777.23,34.32,20.5,-147.82,-13.66,-2.29,-11.37,846.68,777.23,707.78,2,-1,-1,-1,0,-1,1
2025-07-24,ASML,723.25,HOLD,0.5,20,772.73,37.52,21.99,-108.89,-14.85,-4.81,-10.05,843.92,772.73,701.55,2,0,1,1,0,0,0
2025-07-25,ASML,709.45,HOLD,0.5,20,768.4,34.45,23.67,-116.67,-16.72,-7.19,-9.53,843.8,768.4,693.01,2,-1,-1,-1,-1,-1,1
2025-07-28,ASML,728.14,HOLD,0.6,20,765.11,41.55,23.54,-67.21,-16.13,-8.58,-7.55,841.5,765.11,688.73,2,2,1,1,1,2,1
2025-07-29,ASML,718.49,SELL,0.8,40,761.07,39.34,25.42,-76.04,-16.14,-9.59,-6.55,838.33,761.07,683.81,2,-1,-1,-1,-1,-1,1
2025-07-30,ASML,721.45,HOLD,0.5,10,757.72,40.26,25.51,-69.13,-16.49,-11.45,-5.04,835.75,757.72,679.69,0,0,0,0,0,0,0
2025-07-31,ASML,694.71,HOLD,0.5,20,752.58,34.17,26.51,-101.44,-18.37,-12.84,-5.53,832.94,752.58,672.21,0,0,0,0,0,0,0
2025-08-01,ASML,689.82,HOLD,0.6,20,747.44,33.18,27.64,-109.31,-20.02,-14.28,-5.75,830.04,747.44,664.84,0,0,0,0,0,0,0
