date,symbol,close,trading_signal,confidence_level,position_size,sma,rsi,adx,cci,macd_line,macd_signal,macd_histogram,bb_upper,bb_middle,bb_lower,news_relevance,sentiment,price_impact_potential,trend_direction,earnings_impact,investor_confidence,risk_profile_change
2025-05-01,JNJ,152.03,BUY,0.7,40,151.87,44.37,15.23,6.22,-1.17,-1.67,0.51,157.29,151.87,146.45,1,1,1,1,1,1,1
2025-05-02,JNJ,153.67,SELL,0.7,30,151.69,48.74,14.28,62.66,-1.02,-1.54,0.52,156.59,151.69,146.79,1,-1,-1,-1,0,-1,-1
2025-05-05,JNJ,152.56,BUY,0.7,40,151.78,46.22,15.48,48.34,-0.94,-1.39,0.45,156.67,151.78,146.88,1,1,1,1,1,1,0
2025-05-06,JNJ,152.04,HOLD,0.6,20,151.97,44.86,19.08,18.09,-0.97,-1.34,0.37,156.59,151.97,147.35,1,1,1,1,1,1,1
2025-05-07,JNJ,154.83,HOLD,0.5,10,152.33,52.15,20.61,77.16,-0.78,-1.27,0.49,156.65,152.33,148.0,0,0,0,0,0,0,0
2025-05-08,JNJ,153.21,HOLD,0.5,20,152.56,48.11,19.21,44.1,-0.71,-1.16,0.44,156.54,152.56,148.57,0,1,0,0,0,0,0
2025-05-09,JNJ,151.79,HOLD,0.5,20,152.83,44.83,18.26,-24.68,-0.77,-1.08,0.31,155.66,152.83,150.0,1,0,0,0,1,0,-1
2025-05-12,JNJ,151.72,SELL,0.8,40,152.95,45.11,15.04,-109.46,-0.65,-0.78,0.13,155.35,152.95,150.55,2,-2,-2,-2,-1,-1,1
2025-05-13,JNJ,146.11,SELL,0.8,40,152.66,34.31,14.52,-303.69,-1.12,-0.83,-0.29,156.47,152.66,148.84,1,-1,-1,-1,-1,-1,1
2025-05-14,JNJ,144.06,HOLD,0.5,20,152.3,31.35,16.44,-314.26,-1.65,-0.99,-0.66,157.63,152.3,146.97,2,-1,-1,-1,-1,-1,1
2025-05-15,JNJ,147.26,HOLD,0.5,10,152.09,40.04,17.27,-190.43,-1.79,-1.15,-0.64,157.85,152.09,146.33,0,0,0,0,0,0,0
2025-05-16,JNJ,148.95,HOLD,0.5,10,151.79,44.08,17.29,-108.46,-1.75,-1.27,-0.48,157.54,151.79,146.03,0,0,0,0,0,0,0
2025-05-19,JNJ,150.09,SELL,0.7,30,151.57,46.66,18.2,-56.57,-1.6,-1.34,-0.26,157.23,151.57,145.9,1,-1,-1,-1,-1,-1,-1
2025-05-20,JNJ,151.24,SELL,0.7,30,151.37,49.18,19.15,-13.7,-1.4,-1.37,-0.02,156.77,151.37,145.96,2,-1,-1,-1,-1,-1,-1
2025-05-21,JNJ,150.77,HOLD,0.6,20,151.26,48.18,18.96,-2.12,-1.23,-1.33,0.1,156.62,151.26,145.9,1,1,1,1,1,1,1
2025-05-22,JNJ,150.21,HOLD,0.5,10,151.15,46.92,18.52,-34.09,-1.14,-1.29,0.15,156.49,151.15,145.8,0,0,0,0,0,0,0
2025-05-23,JNJ,150.54,HOLD,0.6,20,151.06,47.77,18.06,-17.79,-1.03,-1.24,0.21,156.4,151.06,145.73,1,1,1,1,1,1,1
2025-05-26,JNJ,150.54,HOLD,0.5,20,151.06,47.74,19.44,-17.79,-1.03,-1.24,0.2,156.4,151.06,145.73,1,1,1,1,1,1,0
2025-05-27,JNJ,152.13,HOLD,0.5,10,151.03,51.8,19.23,32.08,-0.83,-1.18,0.35,156.32,151.03,145.74,0,0,0,0,0,0,0
2025-05-28,JNJ,151.32,HOLD,0.5,10,150.92,49.36,21.57,22.37,-0.8,-1.21,0.41,156.09,150.92,145.74,1,0,0,0,0,0,0
2025-05-29,JNJ,152.46,HOLD,0.5,10,150.85,52.37,20.35,40.97,-0.59,-1.09,0.49,155.9,150.85,145.8,0,0,0,0,0,0,0
2025-05-30,JNJ,154.08,HOLD,0.5,10,150.95,56.33,19.22,93.35,-0.3,-0.93,0.63,156.17,150.95,145.73,0,0,0,0,0,0,0
2025-06-02,JNJ,154.27,BUY,0.8,60,150.98,57.77,14.96,83.83,0.13,-0.5,0.63,156.27,150.98,145.69,1,1,1,1,1,1,0
2025-06-03,JNJ,153.29,BUY,0.8,60,151.02,55.57,9.53,92.45,0.5,0.02,0.48,156.36,151.02,145.67,2,2,1,1,1,2,1
2025-06-04,JNJ,152.1,BUY,0.8,60,151.02,52.04,9.67,58.64,0.58,0.25,0.33,156.37,151.02,145.67,1,1,1,1,1,1,1
2025-06-05,JNJ,152.54,HOLD,0.5,10,150.91,53.36,9.09,53.48,0.57,0.31,0.26,156.02,150.91,145.8,0,0,0,0,0,0,0
2025-06-06,JNJ,153.9,BUY,0.7,40,150.94,57.3,9.4,105.99,0.67,0.38,0.29,156.12,150.94,145.76,0,0,0,0,0,0,0
2025-06-09,JNJ,154.1,SELL,0.7,30,151.06,58.28,19.22,105.85,0.83,0.55,0.28,156.41,151.06,145.71,1,-1,-1,-1,-1,-1,1
2025-06-10,JNJ,155.31,BUY,0.7,40,151.24,61.23,18.25,124.87,0.85,0.46,0.39,156.9,151.24,145.58,1,0,0,0,0,0,1
2025-06-11,JNJ,154.13,SELL,0.7,40,151.64,56.04,15.76,94.7,0.77,0.4,0.37,156.91,151.64,146.37,1,-1,-1,-1,0,-1,-1
2025-06-12,JNJ,155.52,BUY,0.7,40,152.21,60.04,16.3,112.75,0.89,0.5,0.39,156.45,152.21,147.97,1,1,0,1,1,1,0
2025-06-13,JNJ,155.96,BUY,0.8,60,152.65,61.24,17.22,131.98,1.01,0.6,0.41,156.54,152.65,148.75,1,1,1,1,1,1,0
2025-06-16,JNJ,154.09,BUY,0.8,60,152.9,53.35,13.3,64.51,0.82,0.5,0.32,156.45,152.9,149.36,1,1,1,1,1,1,0
2025-06-17,JNJ,151.27,SELL,0.7,30,152.96,44.55,12.77,-36.69,0.56,0.54,0.02,156.35,152.96,149.57,2,0,-1,-1,1,0,-1
2025-06-18,JNJ,149.63,HOLD,0.5,10,152.88,40.34,12.96,-121.99,0.21,0.48,-0.27,156.5,152.88,149.26,0,0,0,0,0,0,0
2025-06-19,JNJ,149.63,SELL,0.7,30,152.88,40.34,12.96,-121.99,0.21,0.48,-0.27,156.5,152.88,149.26,1,-1,-1,-1,0,-1,-1
2025-06-20,JNJ,148.7,HOLD,0.5,20,152.78,38.13,13.78,-164.26,-0.15,0.35,-0.5,156.74,152.78,148.82,1,1,1,1,1,1,1
2025-06-23,JNJ,150.22,HOLD,0.5,20,152.78,43.77,14.3,-129.87,-0.22,0.34,-0.57,156.73,152.78,148.82,1,1,1,1,1,1,0
2025-06-24,JNJ,151.08,HOLD,0.5,10,152.8,46.71,13.77,-83.4,-0.26,0.25,-0.51,156.71,152.8,148.9,0,0,0,0,0,0,0
2025-06-25,JNJ,151.17,HOLD,0.5,20,152.76,46.88,12.39,-75.84,-0.33,0.1,-0.43,156.71,152.76,148.8,1,1,1,1,1,1,0
2025-06-26,JNJ,150.9,HOLD,0.5,10,152.74,46.03,12.11,-64.67,-0.37,0.0,-0.37,156.73,152.74,148.74,0,0,0,0,0,0,0
2025-06-27,JNJ,151.3,SELL,0.7,30,152.68,47.55,12.12,-61.6,-0.37,-0.07,-0.3,156.72,152.68,148.64,1,-1,-1,-1,-1,-1,1
2025-06-30,JNJ,151.64,HOLD,0.5,10,152.56,49.04,11.79,-49.82,-0.3,-0.07,-0.23,156.57,152.56,148.55,0,0,0,0,0,0,0
2025-07-01,JNJ,154.78,HOLD,0.5,10,152.58,59.16,13.34,68.25,-0.09,-0.15,0.06,156.64,152.58,148.52,0,0,0,0,0,0,0
2025-07-02,JNJ,154.43,HOLD,0.5,20,152.64,57.94,13.09,70.34,0.15,-0.03,0.18,156.77,152.64,148.51,1,0,0,0,1,0,0
2025-07-03,JNJ,154.87,HOLD,0.5,10,152.78,59.28,13.38,66.04,0.34,0.05,0.29,157.01,152.78,148.54,1,0,0,0,0,0,0
2025-07-04,JNJ,154.87,HOLD,0.5,20,152.78,59.28,13.38,66.04,0.34,0.05,0.29,157.01,152.78,148.54,0,0,0,0,0,0,0
2025-07-07,JNJ,154.14,HOLD,0.5,20,152.86,56.13,13.68,53.13,0.4,0.1,0.3,157.13,152.86,148.58,2,-1,-1,-1,0,-1,-1
2025-07-08,JNJ,154.65,BUY,0.7,40,152.89,58.21,12.94,54.32,0.56,0.26,0.3,157.22,152.89,148.57,1,1,1,1,1,1,0
2025-07-09,JNJ,155.14,BUY,0.8,60,152.95,59.85,15.2,66.33,0.67,0.34,0.33,157.35,152.95,148.54,2,1,1,1,2,1,0
2025-07-10,JNJ,156.54,BUY,0.8,60,153.01,64.16,16.27,113.53,0.86,0.44,0.42,157.57,153.01,148.44,1,1,1,1,1,1,0
2025-07-11,JNJ,155.76,HOLD,0.5,20,153.09,60.26,16.81,72.75,0.94,0.54,0.4,157.79,153.09,148.39,1,-1,0,0,-1,-1,1
2025-07-14,JNJ,155.68,HOLD,0.6,20,153.1,61.19,26.62,77.19,1.14,0.82,0.31,157.81,153.1,148.38,1,0,0,0,0,0,0
2025-07-15,JNJ,154.04,BUY,0.7,40,153.0,52.69,24.01,52.45,0.94,0.75,0.19,157.56,153.0,148.45,1,1,1,1,1,1,0
2025-07-16,JNJ,163.58,BUY,0.8,30,153.48,74.22,24.92,249.39,1.55,0.85,0.7,159.96,153.48,147.0,2,2,2,2,2,2,1
2025-07-17,JNJ,161.79,BUY,0.8,30,154.0,67.94,27.17,205.4,1.91,1.06,0.85,161.33,154.0,146.67,2,2,1,1,2,2,1
2025-07-18,JNJ,162.51,BUY,0.8,30,154.65,69.07,29.33,199.04,2.23,1.3,0.93,162.57,154.65,146.73,1,1,1,1,1,1,1
2025-07-21,JNJ,163.16,BUY,0.8,30,155.37,70.22,30.9,164.29,2.5,1.54,0.97,163.62,155.37,147.12,2,2,2,2,2,2,1
2025-07-22,JNJ,166.71,HOLD,0.6,30,156.19,75.09,31.97,177.87,2.96,1.81,1.15,165.45,156.19,146.93,1,1,1,1,1,1,0
2025-07-23,JNJ,167.87,HOLD,0.6,30,157.03,76.36,32.91,162.26,3.32,2.04,1.28,167.28,157.03,146.79,1,1,1,1,1,1,1
2025-07-24,JNJ,168.32,HOLD,0.7,20,157.89,76.9,35.15,148.56,3.66,2.36,1.29,168.87,157.89,146.91,1,1,1,1,1,1,0
2025-07-25,JNJ,167.07,HOLD,0.6,20,158.7,72.06,36.3,116.34,3.78,2.64,1.13,169.88,158.7,147.51,2,1,1,1,1,1,0
2025-07-28,JNJ,165.01,BUY,0.8,60,159.38,64.82,35.4,78.51,3.65,2.83,0.82,170.35,159.38,148.42,1,1,1,1,1,1,0
2025-07-29,JNJ,166.89,SELL,0.8,40,160.15,67.86,35.37,86.56,3.61,2.91,0.7,170.97,160.15,149.32,1,-2,-1,-1,-1,-2,-1
2025-07-30,JNJ,166.04,BUY,0.8,60,160.71,65.0,35.09,76.34,3.51,3.03,0.49,171.53,160.71,149.89,1,1,1,1,1,1,1
2025-07-31,JNJ,163.54,SELL,0.7,30,161.17,57.31,33.74,42.93,3.21,3.06,0.14,171.65,161.17,150.68,2,-1,-1,-1,-1,-1,1
2025-08-01,JNJ,166.11,BUY,0.8,60,161.73,62.25,32.66,55.48,3.13,3.08,0.06,172.01,161.73,151.45,2,1,1,1,1,1,0
